Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_same_day_duration_avg,cond_mean_diff_same_day_duration_avg,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
68,NoClone,55.0,24693.0,129.0,8158.0,33035.0,0.75,0.25,0.01,0.3,0.2,0.01,0.01,0.01,0.75,0.0,-0.0,0.81,0.05,0.0,,9,11267,5,11247,22528,0.5,0.5,0.0,0.64,0.29,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,,107.54824175584018,5.328166991612903,True,0.7677465470874713,0.06999999999999995,156,11,1435,140601,1532,117312,260880,0.54,0.46,0.01,0.48,0.06,0.01,0.01,0.01,0.54,0.0,-0.0,0.99,0.09,0.0,,64,17.0,12371.0,49.0,4097.0,16534.0,0.75,0.25,0.0,0.26,0.04,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.04,0.0,,127,0.0,7038.0,5.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.01,0.0,,69,38.0,5284.0,75.0,2668.0,8065.0,0.66,0.34,0.01,0.34,0.0,0.01,0.01,0.01,0.66,0.0,-0.01,0.92,0.11,0.0,
69,OverloadMethodsDeclarationOrder,936.0,22629.0,2193.0,7277.0,33035.0,0.71,0.25,0.09,0.3,0.2,0.11,0.09,0.09,0.7,0.01,-0.05,0.81,0.45,0.0,,155,11106,166,11101,22528,0.5,0.5,0.01,0.48,-0.03,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.11,0.0,,113.03557229653408,10.815497532306807,True,0.7048811835996962,0.06999999999999995,2758,198,8000,133225,8908,110747,260880,0.54,0.46,0.06,0.47,0.04,0.07,0.06,0.06,0.54,0.0,-0.01,0.99,0.35,0.0,,102,236.0,11680.0,740.0,3878.0,16534.0,0.72,0.25,0.06,0.24,-0.03,0.06,0.06,0.05,0.72,-0.0,-0.04,0.81,0.32,0.0,,32,13.0,7008.0,35.0,1380.0,8436.0,0.83,0.17,0.01,0.27,0.64,0.01,0.0,0.01,0.83,0.0,-0.0,0.65,0.05,0.0,,102,687.0,3941.0,1418.0,2019.0,8065.0,0.57,0.34,0.26,0.33,-0.03,0.25,0.26,0.17,0.58,-0.01,-0.14,0.92,0.83,0.0,
70,TodoComment,754.0,23050.0,1772.0,7459.0,33035.0,0.72,0.25,0.08,0.3,0.2,0.09,0.07,0.08,0.71,0.01,-0.04,0.81,0.39,0.0,,209,11089,183,11047,22528,0.5,0.5,0.02,0.53,0.07,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,,114.63449462071252,12.414419856485253,True,0.1094237452549462,0.11,2077,259,3257,138757,3376,115490,260880,0.54,0.46,0.03,0.49,0.08,0.03,0.02,0.03,0.54,0.0,-0.0,0.99,0.17,0.0,,33,271.0,11734.0,686.0,3843.0,16534.0,0.73,0.25,0.06,0.28,0.14,0.07,0.06,0.06,0.72,0.01,-0.03,0.81,0.32,0.0,,68,19.0,6954.0,89.0,1374.0,8436.0,0.83,0.17,0.01,0.18,0.07,0.01,0.01,0.01,0.83,0.0,-0.01,0.65,0.1,0.0,,110,464.0,4362.0,997.0,2242.0,8065.0,0.6,0.34,0.18,0.32,-0.05,0.17,0.19,0.13,0.6,-0.01,-0.1,0.92,0.68,0.0,
71,AvoidStaticImport,2120.0,19865.0,4957.0,6093.0,33035.0,0.67,0.25,0.21,0.3,0.2,0.26,0.2,0.16,0.64,0.03,-0.11,0.81,0.75,0.0,,268,11000,272,10988,22528,0.5,0.5,0.02,0.5,-0.01,0.02,0.02,0.02,0.5,-0.0,-0.0,1.0,0.16,0.0,,116.5767929384708,14.356718174243527,True,0.11407074368249352,0.040000000000000036,4952,233,9541,134240,7893,109206,260880,0.55,0.46,0.07,0.55,0.2,0.08,0.06,0.08,0.54,0.02,0.01,0.99,0.35,0.0,,37,1006.0,9834.0,2586.0,3108.0,16534.0,0.66,0.25,0.22,0.28,0.13,0.24,0.21,0.15,0.64,0.02,-0.13,0.81,0.76,0.0,,87,128.0,6330.0,713.0,1265.0,8436.0,0.77,0.17,0.1,0.15,-0.08,0.09,0.1,0.06,0.77,-0.0,-0.08,0.65,0.47,0.0,,21,986.0,3701.0,1658.0,1720.0,8065.0,0.58,0.34,0.33,0.37,0.11,0.36,0.31,0.23,0.56,0.04,-0.13,0.92,0.91,0.0,
72,OperatorWrap,1519.0,21220.0,3602.0,6694.0,33035.0,0.69,0.25,0.16,0.3,0.19,0.18,0.15,0.13,0.67,0.02,-0.08,0.81,0.62,0.0,,352,10977,295,10904,22528,0.5,0.5,0.03,0.54,0.09,0.03,0.03,0.03,0.5,0.01,0.01,1.0,0.19,0.0,,111.46169702306187,9.241622258834582,True,0.2483670175194274,0.06000000000000005,4287,297,8806,131159,10974,109941,260880,0.54,0.46,0.08,0.45,-0.02,0.07,0.08,0.07,0.54,-0.0,-0.02,0.99,0.39,0.0,,73,527.0,10891.0,1529.0,3587.0,16534.0,0.69,0.25,0.12,0.26,0.03,0.13,0.12,0.09,0.69,0.0,-0.08,0.81,0.54,0.0,,107,34.0,6790.0,253.0,1359.0,8436.0,0.81,0.17,0.03,0.12,-0.28,0.02,0.04,0.02,0.81,-0.0,-0.03,0.65,0.21,0.0,,52,958.0,3539.0,1820.0,1748.0,8065.0,0.56,0.34,0.34,0.34,0.03,0.35,0.34,0.21,0.55,0.01,-0.16,0.92,0.93,0.0,
73,ThrowsCount,46.0,24713.0,109.0,8167.0,33035.0,0.75,0.25,0.0,0.3,0.19,0.01,0.0,0.01,0.75,0.0,-0.0,0.81,0.04,0.0,,23,11258,14,11233,22528,0.5,0.5,0.0,0.62,0.24,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,,113.94072684787079,11.720652083643527,True,0.024737331786509567,0.16000000000000006,150,28,46,142103,30,118701,260880,0.54,0.46,0.0,0.61,0.33,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,,10,19.0,12381.0,39.0,4095.0,16534.0,0.75,0.25,0.0,0.33,0.32,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.03,0.0,,36,1.0,7040.0,3.0,1392.0,8436.0,0.83,0.17,0.0,0.25,0.51,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.01,0.0,,132,26.0,5292.0,67.0,2680.0,8065.0,0.66,0.34,0.01,0.28,-0.17,0.01,0.01,0.01,0.66,-0.0,-0.01,0.92,0.09,0.0,
74,InnerAssignment,314.0,24076.0,746.0,7899.0,33035.0,0.74,0.25,0.03,0.3,0.19,0.04,0.03,0.04,0.74,0.0,-0.02,0.81,0.2,0.0,,47,11234,38,11209,22528,0.5,0.5,0.0,0.55,0.11,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.04,0.0,,112.17621601337851,9.956141249151218,True,0.11586953706161,0.05000000000000005,892,51,5802,135689,6444,112945,260880,0.54,0.46,0.05,0.47,0.04,0.05,0.05,0.05,0.54,0.0,-0.0,0.99,0.27,0.0,,9,86.0,12248.0,172.0,4028.0,16534.0,0.75,0.25,0.02,0.33,0.34,0.02,0.01,0.02,0.74,0.0,-0.01,0.81,0.12,0.0,,27,5.0,7031.0,12.0,1388.0,8436.0,0.83,0.17,0.0,0.29,0.78,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.02,0.0,,130,223.0,4797.0,562.0,2483.0,8065.0,0.62,0.34,0.1,0.28,-0.15,0.08,0.1,0.07,0.63,-0.02,-0.06,0.92,0.46,0.0,
75,RedundantModifier,846.0,22802.0,2020.0,7367.0,33035.0,0.72,0.25,0.09,0.3,0.19,0.1,0.08,0.08,0.71,0.01,-0.05,0.81,0.43,0.0,,169,11099,173,11087,22528,0.5,0.5,0.02,0.49,-0.01,0.02,0.02,0.01,0.5,-0.0,-0.0,1.0,0.11,0.0,,114.69329001530556,12.473215251078274,True,0.4562030464727767,0.08999999999999997,2231,226,8776,135818,6315,109971,260880,0.55,0.46,0.06,0.58,0.28,0.07,0.04,0.07,0.54,0.03,0.02,0.99,0.32,0.0,,67,261.0,11659.0,761.0,3853.0,16534.0,0.72,0.25,0.06,0.26,0.03,0.06,0.06,0.05,0.72,0.0,-0.04,0.81,0.33,0.0,,51,61.0,6793.0,250.0,1332.0,8436.0,0.81,0.17,0.04,0.2,0.19,0.04,0.04,0.04,0.81,0.0,-0.03,0.65,0.23,0.0,,57,524.0,4350.0,1009.0,2182.0,8065.0,0.6,0.34,0.19,0.34,0.02,0.19,0.19,0.14,0.6,0.0,-0.09,0.92,0.7,0.0,
76,MagicNumber,3055.0,17449.0,7373.0,5158.0,33035.0,0.62,0.25,0.32,0.29,0.18,0.37,0.3,0.2,0.59,0.05,-0.17,0.81,0.9,0.0,,568,10764,508,10688,22528,0.5,0.5,0.05,0.53,0.06,0.05,0.05,0.05,0.5,0.01,0.01,1.0,0.28,0.0,,111.16267546004325,8.942600695815969,True,0.54381063586288,0.05000000000000005,7777,394,16042,125061,17072,102705,260880,0.54,0.46,0.13,0.48,0.06,0.14,0.12,0.12,0.53,0.01,-0.01,0.99,0.55,0.0,,63,1255.0,8893.0,3527.0,2859.0,16534.0,0.61,0.25,0.29,0.26,0.05,0.31,0.28,0.16,0.61,0.01,-0.18,0.81,0.87,0.0,,56,127.0,6508.0,535.0,1266.0,8436.0,0.79,0.17,0.08,0.19,0.16,0.09,0.08,0.07,0.78,0.01,-0.06,0.65,0.4,0.0,,75,1673.0,2048.0,3311.0,1033.0,8065.0,0.46,0.34,0.62,0.34,0.0,0.62,0.62,0.28,0.46,0.0,-0.31,0.92,0.96,0.0,
77,NoWhitespaceAfter,545.0,23511.0,1311.0,7668.0,33035.0,0.73,0.25,0.06,0.29,0.18,0.07,0.05,0.06,0.72,0.01,-0.03,0.81,0.31,0.0,,124,11160,112,11132,22528,0.5,0.5,0.01,0.53,0.05,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.08,0.0,,112.34853217584784,10.12845741162056,True,0.30838732209943065,0.09999999999999998,1379,156,4787,137273,4860,113960,260880,0.54,0.46,0.04,0.5,0.09,0.04,0.03,0.04,0.54,0.01,-0.0,0.99,0.23,0.0,,104,161.0,11909.0,511.0,3953.0,16534.0,0.73,0.25,0.04,0.24,-0.04,0.04,0.04,0.03,0.73,-0.0,-0.03,0.81,0.25,0.0,,63,14.0,6981.0,62.0,1379.0,8436.0,0.83,0.17,0.01,0.18,0.12,0.01,0.01,0.01,0.83,0.0,-0.01,0.65,0.07,0.0,,72,370.0,4621.0,738.0,2336.0,8065.0,0.62,0.34,0.14,0.33,-0.0,0.14,0.14,0.11,0.62,-0.0,-0.07,0.92,0.58,0.0,
78,NoFinalizer,10.0,24798.0,24.0,8203.0,33035.0,0.75,0.25,0.0,0.29,0.18,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,,5,11270,2,11251,22528,0.5,0.5,0.0,0.71,0.43,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,109.10029784204296,6.880223077815684,False,0.053841306188009724,0.13,40,6,36,142116,17,118711,260880,0.54,0.46,0.0,0.68,0.49,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,,29,2.0,12415.0,5.0,4112.0,16534.0,0.75,0.25,0.0,0.29,0.15,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,,8,1.0,7042.0,1.0,1392.0,8436.0,0.83,0.17,0.0,0.5,2.03,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.0,,133,7.0,5341.0,18.0,2699.0,8065.0,0.66,0.34,0.0,0.28,-0.17,0.0,0.0,0.0,0.66,-0.0,-0.0,0.92,0.03,0.0,
79,AbbreviationAsWordInName,386.0,23891.0,931.0,7827.0,33035.0,0.73,0.25,0.04,0.29,0.18,0.05,0.04,0.04,0.73,0.0,-0.02,0.81,0.24,0.0,,27,11228,44,11229,22528,0.5,0.5,0.0,0.38,-0.24,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,,110.32357971210844,8.103504947881163,False,0.17539752794743496,0.040000000000000036,1038,48,2775,139411,2722,115972,260880,0.55,0.46,0.02,0.5,0.11,0.02,0.02,0.02,0.54,0.0,0.0,0.99,0.15,0.0,,32,145.0,12052.0,368.0,3969.0,16534.0,0.74,0.25,0.03,0.28,0.14,0.04,0.03,0.03,0.74,0.0,-0.02,0.81,0.2,0.0,,43,19.0,6974.0,69.0,1374.0,8436.0,0.83,0.17,0.01,0.22,0.31,0.01,0.01,0.01,0.83,0.0,-0.01,0.65,0.08,0.0,,114,222.0,4865.0,494.0,2484.0,8065.0,0.63,0.34,0.09,0.31,-0.08,0.08,0.09,0.07,0.64,-0.01,-0.05,0.92,0.43,0.0,
80,ModifierOrder,626.0,23309.0,1513.0,7587.0,33035.0,0.72,0.25,0.06,0.29,0.18,0.08,0.06,0.06,0.72,0.01,-0.04,0.81,0.35,0.0,,101,11167,105,11155,22528,0.5,0.5,0.01,0.49,-0.02,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.08,0.0,,107.59320850687672,5.373133742649443,False,0.05719572149715814,0.08999999999999997,1438,146,3329,137995,4138,115418,260880,0.54,0.46,0.03,0.45,-0.02,0.03,0.03,0.03,0.54,-0.0,-0.01,0.99,0.19,0.0,,106,219.0,11721.0,699.0,3895.0,16534.0,0.72,0.25,0.06,0.24,-0.04,0.05,0.06,0.05,0.72,-0.0,-0.04,0.81,0.31,0.0,,97,26.0,6883.0,160.0,1367.0,8436.0,0.82,0.17,0.02,0.14,-0.15,0.02,0.02,0.02,0.82,-0.0,-0.02,0.65,0.15,0.0,,24,381.0,4705.0,654.0,2325.0,8065.0,0.63,0.34,0.13,0.37,0.1,0.14,0.12,0.11,0.62,0.01,-0.05,0.92,0.55,0.0,
81,CatchParameterName,349.0,23971.0,851.0,7864.0,33035.0,0.74,0.25,0.04,0.29,0.17,0.04,0.03,0.04,0.73,0.0,-0.02,0.81,0.23,0.0,,61,11219,53,11195,22528,0.5,0.5,0.01,0.54,0.07,0.01,0.0,0.01,0.5,0.0,0.0,1.0,0.05,0.0,,115.26713748236399,13.047062718136699,True,0.16560410270862422,0.06999999999999995,941,70,1824,140052,2081,116923,260880,0.54,0.46,0.01,0.47,0.03,0.02,0.01,0.02,0.54,0.0,-0.0,0.99,0.11,0.0,,125,68.0,12148.0,272.0,4046.0,16534.0,0.74,0.25,0.02,0.2,-0.2,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.14,0.0,,120,2.0,6969.0,74.0,1391.0,8436.0,0.83,0.17,0.01,0.03,-0.84,0.0,0.01,0.0,0.83,-0.0,-0.01,0.65,0.07,0.0,,37,279.0,4854.0,505.0,2427.0,8065.0,0.64,0.34,0.1,0.36,0.06,0.1,0.09,0.09,0.63,0.01,-0.04,0.92,0.46,0.0,
82,MissingOverride,22.0,24768.0,54.0,8191.0,33035.0,0.75,0.25,0.0,0.29,0.16,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.02,0.0,,6,11260,12,11250,22528,0.5,0.5,0.0,0.33,-0.33,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,,97.9897803229483,-4.230294441278957,False,0.13024632157551214,0.15000000000000002,69,12,284,141885,248,118463,260880,0.54,0.46,0.0,0.53,0.17,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.02,0.0,,48,3.0,12412.0,8.0,4111.0,16534.0,0.75,0.25,0.0,0.27,0.1,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,,149,0.0,7040.0,3.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.0,0.0,,118,19.0,5316.0,43.0,2687.0,8065.0,0.66,0.34,0.01,0.31,-0.09,0.01,0.01,0.01,0.66,-0.0,-0.0,0.92,0.07,0.0,
83,MultipleStringLiterals,3678.0,15663.0,9159.0,4535.0,33035.0,0.59,0.25,0.39,0.29,0.15,0.45,0.37,0.21,0.56,0.05,-0.22,0.81,0.96,0.0,,712,10588,684,10544,22528,0.5,0.5,0.06,0.51,0.02,0.06,0.06,0.06,0.5,0.0,0.0,1.0,0.34,0.0,,110.69548210073744,8.475407336510159,True,0.3338142511088357,0.040000000000000036,10482,384,15944,122784,19349,102803,260880,0.53,0.46,0.14,0.45,-0.01,0.13,0.14,0.12,0.53,-0.0,-0.02,0.99,0.57,0.0,,90,1505.0,7868.0,4552.0,2609.0,16534.0,0.57,0.25,0.37,0.25,-0.0,0.37,0.37,0.17,0.57,-0.0,-0.25,0.81,0.95,0.0,,77,90.0,6590.0,453.0,1303.0,8436.0,0.79,0.17,0.06,0.17,0.0,0.06,0.06,0.05,0.79,0.0,-0.05,0.65,0.34,0.0,,77,2083.0,1205.0,4154.0,623.0,8065.0,0.41,0.34,0.77,0.33,-0.0,0.77,0.78,0.3,0.41,-0.01,-0.39,0.92,0.77,0.0,
84,SeparatorWrap,3274.0,16521.0,8301.0,4939.0,33035.0,0.6,0.25,0.35,0.28,0.14,0.4,0.33,0.2,0.58,0.04,-0.2,0.81,0.93,0.0,,495,10813,459,10761,22528,0.5,0.5,0.04,0.52,0.04,0.04,0.04,0.04,0.5,0.0,0.0,1.0,0.25,0.0,,110.37873277937334,8.15865801514606,True,0.3890301774441552,0.040000000000000036,7873,320,14290,117504,24629,104457,260880,0.51,0.46,0.15,0.37,-0.19,0.12,0.17,0.1,0.53,-0.05,-0.07,0.99,0.61,0.0,,81,1498.0,7964.0,4456.0,2616.0,16534.0,0.57,0.25,0.36,0.25,0.01,0.36,0.36,0.17,0.57,0.0,-0.24,0.81,0.94,0.0,,69,229.0,5971.0,1072.0,1164.0,8436.0,0.73,0.17,0.15,0.18,0.07,0.16,0.15,0.09,0.73,0.0,-0.12,0.65,0.62,0.0,,31,1547.0,2586.0,2773.0,1159.0,8065.0,0.51,0.34,0.54,0.36,0.07,0.57,0.52,0.28,0.49,0.05,-0.23,0.92,1.0,0.0,
85,WhitespaceAround,2225.0,19118.0,5704.0,5988.0,33035.0,0.65,0.25,0.24,0.28,0.13,0.27,0.23,0.16,0.63,0.02,-0.14,0.81,0.8,0.0,,870,10448,824,10386,22528,0.5,0.5,0.08,0.51,0.03,0.08,0.07,0.07,0.5,0.0,0.0,1.0,0.39,0.0,,112.0823686277313,9.862293863504037,True,0.16366976052439286,0.13,5930,901,11728,130880,11253,107019,260880,0.55,0.46,0.09,0.51,0.12,0.1,0.08,0.09,0.54,0.02,0.0,0.99,0.43,0.0,,94,900.0,9643.0,2777.0,3214.0,16534.0,0.64,0.25,0.22,0.24,-0.02,0.22,0.22,0.13,0.64,-0.0,-0.15,0.81,0.76,0.0,,67,167.0,6264.0,779.0,1226.0,8436.0,0.76,0.17,0.11,0.18,0.07,0.12,0.11,0.08,0.76,0.0,-0.09,0.65,0.51,0.0,,45,1158.0,3211.0,2148.0,1548.0,8065.0,0.54,0.34,0.41,0.35,0.04,0.43,0.4,0.24,0.53,0.02,-0.18,0.92,0.98,0.0,
86,InterfaceMemberImpliedModifier,873.0,22588.0,2234.0,7340.0,33035.0,0.71,0.25,0.09,0.28,0.13,0.11,0.09,0.08,0.7,0.01,-0.05,0.81,0.45,0.0,,84,11184,88,11172,22528,0.5,0.5,0.01,0.49,-0.02,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.06,0.0,,109.0991784530108,6.879103688783503,True,0.3380423122842905,0.040000000000000036,2167,84,4093,138773,3360,114654,260880,0.55,0.46,0.03,0.55,0.21,0.03,0.02,0.03,0.54,0.01,0.01,0.99,0.19,0.0,,18,318.0,11687.0,733.0,3796.0,16534.0,0.73,0.25,0.06,0.3,0.22,0.08,0.06,0.07,0.72,0.01,-0.03,0.81,0.34,0.0,,55,238.0,6048.0,995.0,1155.0,8436.0,0.75,0.17,0.15,0.19,0.17,0.17,0.14,0.1,0.74,0.01,-0.11,0.65,0.6,0.0,,16,317.0,4853.0,506.0,2389.0,8065.0,0.64,0.34,0.1,0.39,0.15,0.12,0.09,0.1,0.63,0.02,-0.04,0.92,0.48,0.0,
87,WhitespaceAfter,1510.0,20912.0,3910.0,6703.0,33035.0,0.68,0.25,0.16,0.28,0.12,0.18,0.16,0.12,0.67,0.01,-0.1,0.81,0.64,0.0,,595,10729,543,10661,22528,0.5,0.5,0.05,0.52,0.05,0.05,0.05,0.05,0.5,0.0,0.0,1.0,0.29,0.0,,110.93798940707336,8.717914642846067,True,0.18340756094458247,0.13,3993,602,10476,130717,11416,108271,260880,0.54,0.46,0.08,0.48,0.05,0.09,0.08,0.08,0.54,0.01,-0.01,0.99,0.42,0.0,,97,566.0,10659.0,1761.0,3548.0,16534.0,0.68,0.25,0.14,0.24,-0.02,0.14,0.14,0.1,0.68,-0.0,-0.1,0.81,0.59,0.0,,48,64.0,6786.0,257.0,1329.0,8436.0,0.81,0.17,0.04,0.2,0.21,0.05,0.04,0.04,0.81,0.0,-0.03,0.65,0.23,0.0,,108,880.0,3467.0,1892.0,1826.0,8065.0,0.54,0.34,0.34,0.32,-0.05,0.33,0.35,0.19,0.55,-0.02,-0.19,0.92,0.93,0.0,
88,Indentation,4755.0,12494.0,12328.0,3458.0,33035.0,0.52,0.25,0.52,0.28,0.12,0.58,0.5,0.23,0.49,0.06,-0.31,0.81,1.0,0.0,,809,10457,815,10447,22528,0.5,0.5,0.07,0.5,-0.0,0.07,0.07,0.07,0.5,-0.0,-0.0,1.0,0.37,0.0,,108.31503347498828,6.094958710760992,False,0.8727437772372528,0.040000000000000036,10997,462,6800,135259,6874,111947,260880,0.54,0.46,0.05,0.5,0.09,0.06,0.05,0.05,0.54,0.01,-0.0,0.99,0.3,0.0,,65,2120.0,6374.0,6046.0,1994.0,16534.0,0.51,0.25,0.49,0.26,0.04,0.52,0.49,0.21,0.5,0.02,-0.32,0.81,1.0,0.0,,52,696.0,4187.0,2856.0,697.0,8436.0,0.58,0.17,0.42,0.2,0.19,0.5,0.41,0.16,0.55,0.05,-0.31,0.65,0.98,0.0,,28,1939.0,1933.0,3426.0,767.0,8065.0,0.48,0.34,0.67,0.36,0.08,0.72,0.64,0.32,0.45,0.08,-0.28,0.92,0.92,0.0,
89,CommentsIndentation,705.0,22967.0,1855.0,7508.0,33035.0,0.72,0.25,0.08,0.28,0.11,0.09,0.07,0.07,0.71,0.01,-0.05,0.81,0.39,0.0,,326,10968,304,10930,22528,0.5,0.5,0.03,0.52,0.04,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.18,0.0,,112.4473638501889,10.22728908596163,True,0.18865339939690748,0.15000000000000002,2340,407,5027,137219,4914,113720,260880,0.55,0.46,0.04,0.51,0.11,0.04,0.03,0.04,0.54,0.01,0.0,0.99,0.23,0.0,,107,195.0,11786.0,634.0,3919.0,16534.0,0.72,0.25,0.05,0.24,-0.05,0.05,0.05,0.04,0.73,-0.0,-0.04,0.81,0.29,0.0,,50,12.0,6994.0,49.0,1381.0,8436.0,0.83,0.17,0.01,0.2,0.19,0.01,0.01,0.01,0.83,0.0,-0.01,0.65,0.06,0.0,,123,498.0,4187.0,1172.0,2208.0,8065.0,0.58,0.34,0.21,0.3,-0.11,0.18,0.22,0.13,0.6,-0.03,-0.13,0.92,0.74,0.0,
90,IllegalCatch,1813.0,20088.0,4734.0,6400.0,33035.0,0.66,0.25,0.2,0.28,0.11,0.22,0.19,0.14,0.65,0.02,-0.12,0.81,0.72,0.0,,244,11043,229,11012,22528,0.5,0.5,0.02,0.52,0.03,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.15,0.0,,108.87235835553531,6.652283591308034,True,0.21190141826779715,0.040000000000000036,5227,204,7250,134086,8047,111497,260880,0.54,0.46,0.06,0.47,0.04,0.06,0.06,0.06,0.54,0.0,-0.01,0.99,0.32,0.0,,105,677.0,10248.0,2172.0,3437.0,16534.0,0.66,0.25,0.17,0.24,-0.04,0.16,0.17,0.11,0.66,-0.01,-0.12,0.81,0.66,0.0,,78,42.0,6830.0,213.0,1351.0,8436.0,0.81,0.17,0.03,0.16,-0.0,0.03,0.03,0.03,0.81,-0.0,-0.02,0.65,0.2,0.0,,111,1094.0,3010.0,2349.0,1612.0,8065.0,0.51,0.34,0.43,0.32,-0.05,0.4,0.44,0.22,0.52,-0.03,-0.23,0.92,0.98,0.0,
91,GenericWhitespace,73.0,24631.0,191.0,8140.0,33035.0,0.75,0.25,0.01,0.28,0.11,0.01,0.01,0.01,0.75,0.0,-0.0,0.81,0.07,0.0,,45,11228,44,11211,22528,0.5,0.5,0.0,0.51,0.01,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.04,0.0,,107.15263748872177,4.932562724494473,False,0.02156877204991316,0.25,219,73,760,141573,560,117987,260880,0.55,0.46,0.01,0.58,0.26,0.01,0.0,0.01,0.54,0.0,0.0,0.99,0.05,0.0,,39,28.0,12348.0,72.0,4086.0,16534.0,0.75,0.25,0.01,0.28,0.13,0.01,0.01,0.01,0.75,0.0,-0.0,0.81,0.05,0.0,,57,4.0,7026.0,17.0,1389.0,8436.0,0.83,0.17,0.0,0.19,0.15,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.03,0.0,,131,41.0,5257.0,102.0,2665.0,8065.0,0.66,0.34,0.02,0.29,-0.15,0.02,0.02,0.01,0.66,-0.0,-0.01,0.92,0.13,0.0,
